track,note,velocity,time
2,5,115,35
1,40,43,22
1,67,90,183
1,53,69,79
2,85,55,131
1,31,57,171
2,39,38,34
2,34,50,20
2,50,67,108
2,66,51,182
2,45,15,30
2,84,46,8
2,12,4,10
1,109,9,172
2,30,60,154
1,106,9,225
1,42,83,74
2,89,1,70
1,59,10,76
2,51,67,115
1,92,97,130
2,110,21,196
2,71,102,120
1,74,98,214
2,47,87,50
1,96,123,204
2,19,7,40
2,79,55,82
2,100,24,118
2,14,99,198
1,103,12,67
2,46,28,226
1,8,107,125
1,94,6,173
2,122,66,190
2,113,74,73
2,105,14,165
1,98,119,236
1,124,122,61
2,45,0,61
2,58,91,121
2,86,115,182
1,14,46,195
2,16,79,79
1,76,107,172
1,105,57,103
2,29,60,185
2,11,65,52
1,61,106,183
1,112,112,217
2,123,4,127
1,1,7,3
1,52,51,64
2,3,10,16
1,24,76,169
1,126,33,148
1,29,89,85
1,10,54,4
1,14,41,204
1,18,85,37
1,98,6,207
1,93,81,101
2,120,20,120
2,74,98,27
2,81,82,10
2,48,99,11
2,13,121,110
1,14,16,39
2,25,89,199
1,67,83,70
1,57,123,162
1,12,48,206
2,82,31,60
2,47,94,149
1,59,66,6
2,88,75,146
2,64,16,196
2,53,55,128
1,12,19,77
1,112,21,153
1,59,111,215
2,46,106,93
1,60,63,78
2,56,3,144
1,52,111,120
1,5,91,198
2,49,82,149
1,60,36,182
2,65,25,202
1,20,25,153
2,1,56,212
2,33,28,118
1,31,72,147
1,44,118,149
1,40,97,17
1,86,93,18
2,82,13,132
1,125,15,114
1,124,25,75
1,78,0,24
2,3,63,129
2,36,88,88
1,4,110,173
2,76,58,228
1,4,125,105
1,47,21,154
2,2,45,44
1,41,34,120
1,44,21,52
1,61,57,133
1,111,17,87
2,94,72,86
2,35,100,61
1,16,102,7
1,108,123,73
1,104,92,79
1,36,42,180
2,114,85,202
1,94,69,190
1,41,78,14
2,101,108,203
1,31,126,101
2,1,51,34
2,7,40,84
2,57,82,219
1,97,98,225
2,7,99,17
1,43,65,87
1,40,123,188
2,22,67,142
1,36,26,47
1,92,5,56
2,43,23,3
2,100,80,220
2,20,11,109
1,43,60,138
2,120,9,176
2,100,7,139
2,102,12,233
1,40,93,67
2,65,106,188
2,25,95,74
1,18,120,19
1,37,36,126
1,52,57,74
2,77,5,209
1,81,79,214
2,3,74,69
1,59,74,108
2,85,77,8
2,122,30,125
1,74,53,70
1,9,48,121
2,38,67,10
2,18,49,43
2,123,80,95
1,117,37,107
2,92,77,123
1,90,17,94
1,25,3,9
2,105,57,107
2,108,74,179
1,96,101,175
2,18,94,234
1,29,17,6
2,77,112,14
1,109,0,126
1,62,3,30
1,64,25,176
1,98,117,95
2,87,110,51
2,72,58,138
2,15,55,24
1,96,6,209
1,112,39,57
2,125,35,191
1,82,15,39
2,92,99,224
2,59,103,29
2,77,99,190
1,7,121,163
1,19,19,166
2,26,59,54
1,107,10,126
1,100,54,78
2,78,121,62
1,30,53,54
1,48,56,29
1,91,120,59
2,67,64,180
2,36,74,67
1,122,60,16
2,12,36,55
1,29,55,235
2,113,114,83
1,2,85,169
2,73,26,219
2,93,101,15
2,38,87,212
1,113,11,196
2,33,50,186
2,93,2,138
1,41,1,106
2,16,31,41
1,20,29,195
1,90,33,74
1,92,26,135
1,23,20,232
1,121,101,166
1,109,90,64
1,97,5,49
2,40,60,126
1,55,26,73
1,112,109,93
1,65,49,84
2,32,105,187
1,79,61,237
2,101,80,228
2,57,47,183
1,7,11,120
1,80,49,123
2,17,79,13
1,82,83,140
2,50,27,158
2,31,67,30
1,46,44,131
2,59,6,180
2,96,91,53
1,89,118,150
2,39,22,105
2,101,45,138
2,107,33,132
2,22,12,102
1,49,96,99
2,94,12,224
2,69,31,159
1,56,124,214
1,53,68,104
1,95,42,103
2,55,16,38
2,13,76,58
2,38,120,225
2,81,123,235
2,122,113,154
1,3,54,130
2,35,66,218
1,40,27,61
1,45,50,42
1,12,65,163
2,121,62,210
1,41,24,3
2,26,88,151
2,24,22,36
2,67,5,88
2,120,76,32
2,78,4,148
1,33,67,121
2,126,91,237
2,29,39,0
2,74,21,115
1,27,42,165
2,71,49,236
2,14,85,166
2,126,116,60
2,51,79,131
2,79,16,68
2,81,4,229
1,7,55,3
2,22,84,48
2,116,10,70
1,61,63,137
2,81,41,26
1,67,27,235
1,21,118,228
1,98,4,99
1,67,57,26
1,109,110,30
2,84,13,63
1,106,92,164
2,113,13,116
1,2,115,184
1,125,29,182
2,84,114,8
1,28,108,165
1,6,20,55
2,124,125,171
1,122,89,96
1,15,108,189
2,16,69,49
1,100,20,162
1,55,37,24
2,124,109,100
2,67,124,35
1,34,1,108
2,13,103,119
1,6,110,63
2,115,0,199
2,45,48,28
1,107,108,202
2,118,124,190
2,43,22,163
1,61,80,183
2,27,22,87
1,66,70,110
2,96,67,116
2,78,10,14
1,116,91,51
2,81,124,220
2,15,124,183
1,112,99,236
2,76,99,5
2,36,93,209
1,92,120,77
1,60,35,95
2,24,78,238
2,51,68,46
1,46,31,96
2,30,51,202
1,16,36,210
1,8,29,55
2,6,22,11
1,78,109,7
2,88,63,4
1,64,81,12
1,82,89,208
2,52,10,83
1,54,69,99
2,15,63,230
2,5,55,88
1,4,7,111
1,0,114,12
2,84,10,186
1,3,115,79
